conf_join_type,use_points,type_code,use_api_count,status,use_grade,released_time,catalogStatistic,update_time,use_scores,conf_extend_field,conf_cata_magnitude,conf_datafile_sample_num,contact_name,cata_id,cata_code,creator_name,contact_email,group_id,cata_title,cataLogConfigures,contact_phone,cata_type,subject_cata_type,file_count,cata_version,cataLogGroups,conf_download_enable,cata_tags,conf_data_update_time,open_scope,region_code,audience_type,use_comments,conf_offline_time,conf_released_time,deleteColumnIds,task_count,data_count,use_task_count,conf_update_time,cataLogIndustrys,conf_contact_ispublic,link_id,standard_id,cata_logo,shared_type,org_name,conf_create_time,use_file_count,conf_use_type,conf_update_cycle,description,api_count,apply_count,conf_is_view,cata_encryption_level,conf_update_cycle_user,use_favs,conf_data_scope,shared_scope,creator,group_name,use_visit,columns,conf_datafile_type,open_type,use_data_count,cata_items,conf_datafile_generate_rule,org_code,group_type,parent_id,cata_language,conf_catalog_format,conf_status,conf_datafile_update_time 
1,0,,0,2,0.0,2017-05-05 15:51:12,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-05 15:50:43', '2017-05-05 15:49:31', None]",0,,2,,,"['79047', '79047', None]",FS_KF_ZW_SGSHJ_006,null,,sub-10,商事主体股东信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"商事,注册,国籍,注册号,股东,股东名称,名称,股东国籍,股东类型,信息,主体,类型",2017-09-23 14:56:47,,440600,,0,,2017-05-05 15:51:12,,0,614564,0,2017-05-05 15:50:43,['子元素：'],,79054,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2686,2,市工商行政管理局,2017-05-05 15:50:43,8,"1,2,3,",2,"[None, '商事主体股东信息，包括注册号、股东名称、股东国籍、股东类型等内容。']",2,,1,,,0,,,1,机构团体,248,,,无条件开放,0,注册号|股东名称|股东国籍|股东类型,,4406003021,10,,,"1,2,3,4,",4,2017-10-10 18:30:02
1,0,,0,2,0.0,2017-05-05 11:51:51,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-05 11:51:39', '2017-05-05 11:49:23', None]",0,,1,,,"['41306', '41306', None]",FS_KF_ZW_SSPYPJGJ_005,,,sub-6,执法案件信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"商事,案由,编号,立案,处罚,案件,代码,处罚内容,案件编号,信息,方式,街道,信用,执法,处罚方式,社会,立案日期,当事人,商事注册号,注册,受理,行政区划,受理日期,所属街道,所属,处罚日期,社会信用代码,日期",2017-09-23 14:56:47,,440600,,0,,2017-05-05 11:51:51,,0,14,0,2017-05-05 11:51:39,['子元素：'],,41320,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2681,2,市食品药品监督管理局（市食安办）,2017-02-20 15:05:22,0,"1,2,3,",1,"[None, '执法案件信息，包括案件编号、当事人、受理日期、立案日期、案由、处罚日期、处罚内容、处罚方式、商事注册号、社会信用代码、行政区划、所属街道等内容。']",3,,1,,,0,,,1,公共安全,41,,,无条件开放,0,案件编号|当事人|受理日期|立案日期|案由|处罚日期|处罚内容|处罚方式|商事注册号|社会信用代码|行政区划|所属街道,,4406003023,10,,,"1,2,3,4,",4,2017-10-10 18:30:45
1,0,,0,2,0.0,2017-05-18 10:12:47,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-18 10:11:04', '2017-05-18 10:10:18', None]",0,,2,,,"['79772', '79772', None]",FS_KF_ZW_SGAJ_010,null,,sub-6,特种行业许可证信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"编号,单位名称,信息,特种行业,注销日期,发证日期,有效期,经营范围,发证单位,许可证",2017-09-23 14:56:47,,440600,,0,,2017-05-18 10:12:47,,0,3326,0,2017-05-18 10:11:04,['子元素：'],,79782,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2694,2,市公安局,2017-05-18 10:11:04,0,"1,2,3,",7,"[None, '特种行业许可证信息，包括单位名称、编号、经营范围、发证单位、发证日期、有效期、注销日期等内容。']",2,,1,,,0,,,1,公共安全,93,,,无条件开放,0,单位名称|编号|经营范围|发证单位|发证日期|有效期|注销日期,,4406003005,10,,,"1,2,3,4,",4,2017-10-10 18:30:01
1,1,,0,2,5.0,2017-05-18 09:27:15,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-18 09:27:01', '2017-05-12 08:51:26', None]",5,,1,,,"['62723', '62723', None]",FS_KF_ZW_SGAJ_012,,,sub-11,建设工程竣工验收消防备案抽查结果公告,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"工程地址,编号,辖区,项目,备案编号,时间,工程,消防辖区,项目名称,结果,建设,验收,消防,单位名称,公告,名称,抽查,办结时间,竣工,地址,备案",2017-09-23 14:56:47,,440600,,0,2017-05-12 08:50:21,2017-05-18 09:27:15,,0,203,0,2017-05-18 09:27:01,['子元素：'],,62732,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2648,2,市公安局,2017-03-09 09:05:09,0,"1,2,3,",1,"[None, '建设工程竣工验收消防备案抽查结果公告,包括备案编号、项目名称、单位名称、工程地址、办结时间、结果、消防辖区等内容。']",2,,1,,,0,,,1,城市建设,47,,,无条件开放,0,备案编号|项目名称|单位名称|工程地址|办结时间|结果|消防辖区,,4406003005,10,,,"1,2,3,4,",4,2017-10-10 18:30:01
1,0,,0,2,0.0,2017-05-18 09:15:02,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-18 09:14:49', '2017-05-18 09:13:04', None]",0,,2,,,"['41215', '41215', None]",FS_KF_ZW_SSPYPJGJ_001,,,sub-10,市食药监局许可证信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"签名值字段,法定代表人/负责人/业主,许可机关,经营,代码,机关,名称,负责人,工商,地址,证书状态,证书序列号字段,证书,签名,核准,许可信息编码,状态,发证日期,法定代表,录入类型,经营地址,日期,许可,许可证截止期限,许可证,许可内容,序列号,业主,字段,许可证名称,截止,时间,企业名称,编码,信息,上传机关ID,核准时间,期限,经营范围,工商注册号,许可证号,上传,质量负责人,行政区划代码,质量,注册,范围,行政区划,行政区划名称,许可证起始期限,起始,发证,录入,类型",2017-09-23 14:56:47,,440600,,0,,2017-05-18 09:15:02,,0,200,0,2017-05-18 09:14:49,['子元素：'],,41239,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2693,2,市食品药品监督管理局（市食安办）,2017-02-20 15:02:11,0,"1,2,3,",1,"[None, '市食药监局许可证信息，包括许可信息编码、上传机关ID、录入类型、核准时间、发证日期、许可证号、质量负责人、企业名称、证书状态、证书序列号字段、签名值字段、工商注册号、经营范围、许可证名称、许可证起始期限、许可内容、许可机关、行政区划代码、行政区划名称、经营地址、许可证截止期限、法定代表人/负责人/业主等内容。']",2,,1,,,0,,,1,机构团体,46,,,无条件开放,0,许可信息编码|上传机关ID|录入类型|核准时间|发证日期|许可证号|质量负责人|企业名称|证书状态|证书序列号字段|签名值字段|工商注册号|经营范围|许可证名称|许可证起始期限|许可内容|许可机关|行政区划代码|行政区划名称|经营地址|许可证截止期限|法定代表人/负责人/业主,,4406003023,10,,,"1,2,3,4,",4,2017-10-10 18:30:02
1,0,,0,2,0.0,2017-05-08 14:51:06,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-08 14:49:28', '2017-05-08 14:48:45', None]",0,,1,,,"['79118', '79118', None]",FS_KF_ZW_SXZFWZX_001,null,,sub-9,佛山市行政服务中心网点信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"中心窗口分布情况,面积,电话,挂牌对外办公的同地点其他机构,服务大厅面积,单位,后台办公室,设置,名称,佛山,后台,地址,中心工作人员,编制,机构成立日期,整体进驻中心的单位,窗口办事事项,经度,服务中心名称,办公,整体,机构性质,纬度,模式,办公室,后台办公面积,组建,日期,对外,进驻中心的窗口席位数,服务,分布,同地,行政,大厅,窗口,时间,中心设置窗口席位数,工作人员,性质,信息,情况,启用,进驻,对外服务时间,组建模式,人数,大厅启用日期,事项,挂牌,办事,进驻中心的单位,成立,席位,网点,中心编制人数,机构,中心",2017-09-23 14:56:47,,440600,,0,,2017-05-08 14:51:06,,0,1,0,2017-05-08 14:49:28,['子元素：'],,79143,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2688,2,市人民政府行政服务中心,2017-05-08 14:49:28,9,"1,2,3,4,",5,"[None, '佛山市行政服务中心网点信息，包括服务中心名称、地址、电话、对外服务时间、组建模式、机构性质、机构成立日期、大厅启用日期、服务大厅面积、后台办公面积、中心设置窗口席位数、中心编制人数、进驻中心的单位、整体进驻中心的单位、后台办公室、进驻中心的窗口席位数、中心工作人员、中心窗口分布情况、窗口办事事项、挂牌对外办公的同地点其他机构等内容。']",2,,1,,,0,,,1,民生服务,217,,,无条件开放,0,服务中心名称|地址|电话|对外服务时间|组建模式|机构性质|机构成立日期|大厅启用日期|服务大厅面积|后台办公面积|中心设置窗口席位数|中心编制人数|进驻中心的单位|整体进驻中心的单位|后台办公室|进驻中心的窗口席位数|中心工作人员|中心窗口分布情况|窗口办事事项|挂牌对外办公的同地点其他机构|经度|纬度,,4406003030,10,,,"1,2,3,4,",4,2017-10-10 18:30:02
1,0,,0,2,0.0,2017-05-05 15:51:12,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-05 15:50:43', '2017-05-05 15:49:31', None]",0,,2,,,"['79047', '79047', None]",FS_KF_ZW_SGSHJ_006,null,,sub-10,商事主体股东信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"商事,注册,国籍,注册号,股东,股东名称,名称,股东国籍,股东类型,信息,主体,类型",2017-09-23 14:56:47,,440600,,0,,2017-05-05 15:51:12,,0,614564,0,2017-05-05 15:50:43,['子元素：'],,79054,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2686,2,市工商行政管理局,2017-05-05 15:50:43,8,"1,2,3,",2,"[None, '商事主体股东信息，包括注册号、股东名称、股东国籍、股东类型等内容。']",2,,1,,,0,,,1,机构团体,248,,,无条件开放,0,注册号|股东名称|股东国籍|股东类型,,4406003021,10,,,"1,2,3,4,",4,2017-10-10 18:30:02
1,0,,0,2,0.0,2017-05-05 11:51:51,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-05 11:51:39', '2017-05-05 11:49:23', None]",0,,1,,,"['41306', '41306', None]",FS_KF_ZW_SSPYPJGJ_005,,,sub-6,执法案件信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"商事,案由,编号,立案,处罚,案件,代码,处罚内容,案件编号,信息,方式,街道,信用,执法,处罚方式,社会,立案日期,当事人,商事注册号,注册,受理,行政区划,受理日期,所属街道,所属,处罚日期,社会信用代码,日期",2017-09-23 14:56:47,,440600,,0,,2017-05-05 11:51:51,,0,14,0,2017-05-05 11:51:39,['子元素：'],,41320,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2681,2,市食品药品监督管理局（市食安办）,2017-02-20 15:05:22,0,"1,2,3,",1,"[None, '执法案件信息，包括案件编号、当事人、受理日期、立案日期、案由、处罚日期、处罚内容、处罚方式、商事注册号、社会信用代码、行政区划、所属街道等内容。']",3,,1,,,0,,,1,公共安全,41,,,无条件开放,0,案件编号|当事人|受理日期|立案日期|案由|处罚日期|处罚内容|处罚方式|商事注册号|社会信用代码|行政区划|所属街道,,4406003023,10,,,"1,2,3,4,",4,2017-10-10 18:30:45
1,0,,0,2,0.0,2017-05-05 11:41:16,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-05 11:41:04', '2017-05-05 11:39:17', None]",0,,2,,,"['40607', '40607', None]",FS_KF_ZW_SWSJSJ_013,,,sub-5,各区、县级市计划生育情况（年度）,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"县级,已婚,独生子女领证率,节育率,已婚育龄妇女人数,晚婚,政策生育率,政策,情况,妇女,区县,计划生育,节育,晚婚率,多孩率,领证,内容,人数,二孩率,一孩率,年度,独生子女,育龄,生育",2017-09-23 14:56:47,,440600,,0,,2017-05-05 11:41:16,,0,2,0,2017-05-05 11:41:04,['子元素：'],,40618,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2680,2,市卫生和计划生育局,2017-02-20 10:43:04,1,"1,2,3,",7,"[None, '各区、县级市计划生育情况（年度），包括年份、区县、已婚育龄妇女人数、晚婚率、节育率、政策生育率、一孩率、二孩率、多孩率、独生子女领证率等内容。']",2,,1,,,0,,,1,社会发展,50,,,无条件开放,0,年份|区县|已婚育龄妇女人数|晚婚率|节育率|政策生育率|一孩率|二孩率|多孩率|独生子女领证率,,4406003018,10,,,"1,2,3,4,",4,2017-10-10 18:30:45
1,0,,0,2,0.0,2017-05-04 11:39:22,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-04 11:38:40', '2017-05-04 11:36:12', None]",0,,1,,,"['78903', '78903', None]",FS_KF_ZW_SGSHJ_024,null,,sub-10,高管人员信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"姓名,产生方式,代码,状态,主体身份代码,身份,记录,自然人编码,产生,职务,自然人姓名,主体记录状态,编码,信息,方式,主体,自然人,管人",2017-09-23 14:56:47,,440600,,0,,2017-05-04 11:39:22,,0,1004187,0,2017-05-04 11:38:40,['子元素：'],,78912,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2679,2,市工商行政管理局,2017-05-04 11:38:40,4,"1,2,3,",2,"[None, '高管人员信息，包括自然人编码、自然人姓名、产生方式、职务、主体记录状态、主体身份代码登内容。']",2,,1,,,0,,,1,机构团体,94,,,无条件开放,0,自然人编码|自然人姓名|产生方式|职务|主体记录状态|主体身份代码,,4406003021,10,,,"1,2,3,4,",4,2017-10-10 18:30:45
1,0,,0,2,0.0,2017-05-04 09:48:22,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-04 09:47:40', '2017-05-04 09:46:43', None]",0,,1,,,"['78885', '78885', None]",FS_KF_ZW_SGSHJ_013,null,,sub-2,企业吊销信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"原因,企业,企业注册号,信息,吊销,吊销日期,注册,日期,吊销原因",2017-09-23 14:56:47,,440600,,0,,2017-05-04 09:48:22,,0,289934,0,2017-05-04 09:47:40,['子元素：'],,78891,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2674,2,市工商行政管理局,2017-05-04 09:47:40,10,"1,2,3,",2,"[None, '企业吊销信息，包括吊销原因、吊销日期、企业注册号等内容。']",2,,1,,,0,,,1,经济建设,109,,,无条件开放,0,吊销原因|吊销日期|企业注册号,,4406003021,10,,,"1,2,3,4,",4,2017-10-10 18:32:17
1,0,,0,2,0.0,2017-05-04 09:37:40,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-04 09:37:04', '2017-05-04 09:35:59', None]",0,,1,,,"['78854', '78854', None]",FS_KF_ZW_SGSHJ_014,null,,sub-2,企业驰名商标、著名商标信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"使用商品或服务项目,区域,企业,编号,商标注册人,商品,商标注册,时间,著名商标,服务项目,认定商标,商标,使用,类别,驰名商标,信息,认定时间,认定",2017-09-23 14:56:47,,440600,,0,,2017-05-04 09:37:40,,0,129,0,2017-05-04 09:37:04,['子元素：'],,78864,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2673,2,市工商行政管理局,2017-05-04 09:37:04,11,"1,2,3,",2,"[None, '企业驰名商标、著名商标信息,包括编号、使用商品或服务项目、类别、商标注册人、认定时间、区域、认定商标登内容。']",2,,1,,,0,,,1,经济建设,103,,,无条件开放,0,编号|使用商品或服务项目|类别|商标注册人|认定时间|区域|认定商标,,4406003021,10,,,"1,2,3,4,",4,2017-10-10 18:32:34
1,0,,0,2,0.0,2017-05-02 14:20:52,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-02 14:20:40', '2017-05-02 14:19:22', None]",0,,2,,,"['37112', '37112', None]",FS_KF_ZW_SHJBHJ_003,,,sub-6,辐射安全许可证核发,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"地方编码,许可内容,当前,姓名,许可机关,行政,当前状态,行政相对人社会信用代码,代码,组织,截止,地方,机关,行政相对人名称,书文,许可截止期,编码,名称,核发,信用,备注,审批,安全,辐射,状态,项目,相对,法定代表,决定,项目名称,许可决定日期,行政相对人组织机构代码,类别,法定代表人姓名,日期,行政许可决定书文号,审批类别,机构,许可证",2017-09-23 14:56:47,,440600,,0,,2017-05-02 14:20:52,,0,63,0,2017-05-02 14:20:40,['子元素：'],,37128,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2652,2,市环境保护局,2017-02-19 13:04:36,1,"1,2,3,",1,"[None, '辐射安全许可证核发，包括行政许可决定书文号、项目名称、审批类别、许可内容、行政相对人名称、行政相对人社会信用代码、行政相对人组织机构代码、法定代表人姓名、许可决定日期、许可截止期、许可机关、当前状态、地方编码、备注等内容。']",2,,1,,,0,,,1,公共安全,49,,,无条件开放,0,行政许可决定书文号|项目名称|审批类别|许可内容|行政相对人名称|行政相对人社会信用代码|行政相对人组织机构代码|法定代表人姓名|许可决定日期|许可截止期|许可机关|当前状态|地方编码|备注,,4406003011,10,,,"1,2,3,4,",4,2017-10-10 18:32:34
1,0,,0,2,0.0,2017-05-02 13:59:31,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-02 13:59:20', '2017-05-02 13:58:33', None]",0,,1,,,"['37745', '37745', None]",FS_KF_ZW_SZJGLJ_010,,,sub-9,市已获许可液化气供应站信息表,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"电话,服务电话,供应站,名称,信息,地址,已获,许可,液化气,服务,经度,纬度",2017-09-23 14:56:47,,440600,,0,2017-05-02 13:57:53,2017-05-02 13:59:31,,0,160,0,2017-05-02 13:59:20,['子元素：'],,37750,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2650,2,市住房和城乡建设管理局,2017-03-07 20:09:00,1,"1,2,3,4,",1,"[None, '市已获许可液化气供应站信息表，包括名称、地址、服务电话、经度、纬度等内容。']",2,,1,,,0,,,1,民生服务,30,,,无条件开放,0,名称|地址|服务电话|经度|纬度,,4406003012,10,,,"1,2,3,4,",4,2017-10-10 18:32:35
1,0,,0,2,0.0,2017-05-05 11:41:16,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-05 11:41:04', '2017-05-05 11:39:17', None]",0,,2,,,"['40607', '40607', None]",FS_KF_ZW_SWSJSJ_013,,,sub-5,各区、县级市计划生育情况（年度）,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"县级,已婚,独生子女领证率,节育率,已婚育龄妇女人数,晚婚,政策生育率,政策,情况,妇女,区县,计划生育,节育,晚婚率,多孩率,领证,内容,人数,二孩率,一孩率,年度,独生子女,育龄,生育",2017-09-23 14:56:47,,440600,,0,,2017-05-05 11:41:16,,0,2,0,2017-05-05 11:41:04,['子元素：'],,40618,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2680,2,市卫生和计划生育局,2017-02-20 10:43:04,1,"1,2,3,",7,"[None, '各区、县级市计划生育情况（年度），包括年份、区县、已婚育龄妇女人数、晚婚率、节育率、政策生育率、一孩率、二孩率、多孩率、独生子女领证率等内容。']",2,,1,,,0,,,1,社会发展,50,,,无条件开放,0,年份|区县|已婚育龄妇女人数|晚婚率|节育率|政策生育率|一孩率|二孩率|多孩率|独生子女领证率,,4406003018,10,,,"1,2,3,4,",4,2017-10-10 18:30:45
1,0,,0,2,0.0,2017-05-04 11:39:22,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-04 11:38:40', '2017-05-04 11:36:12', None]",0,,1,,,"['78903', '78903', None]",FS_KF_ZW_SGSHJ_024,null,,sub-10,高管人员信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"姓名,产生方式,代码,状态,主体身份代码,身份,记录,自然人编码,产生,职务,自然人姓名,主体记录状态,编码,信息,方式,主体,自然人,管人",2017-09-23 14:56:47,,440600,,0,,2017-05-04 11:39:22,,0,1004187,0,2017-05-04 11:38:40,['子元素：'],,78912,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2679,2,市工商行政管理局,2017-05-04 11:38:40,4,"1,2,3,",2,"[None, '高管人员信息，包括自然人编码、自然人姓名、产生方式、职务、主体记录状态、主体身份代码登内容。']",2,,1,,,0,,,1,机构团体,94,,,无条件开放,0,自然人编码|自然人姓名|产生方式|职务|主体记录状态|主体身份代码,,4406003021,10,,,"1,2,3,4,",4,2017-10-10 18:30:45
1,0,,0,2,0.0,2017-05-04 09:48:22,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-04 09:47:40', '2017-05-04 09:46:43', None]",0,,1,,,"['78885', '78885', None]",FS_KF_ZW_SGSHJ_013,null,,sub-2,企业吊销信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"原因,企业,企业注册号,信息,吊销,吊销日期,注册,日期,吊销原因",2017-09-23 14:56:47,,440600,,0,,2017-05-04 09:48:22,,0,289934,0,2017-05-04 09:47:40,['子元素：'],,78891,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2674,2,市工商行政管理局,2017-05-04 09:47:40,10,"1,2,3,",2,"[None, '企业吊销信息，包括吊销原因、吊销日期、企业注册号等内容。']",2,,1,,,0,,,1,经济建设,109,,,无条件开放,0,吊销原因|吊销日期|企业注册号,,4406003021,10,,,"1,2,3,4,",4,2017-10-10 18:32:17
1,0,,0,2,0.0,2017-05-04 09:37:40,"['子属性：', 'use_favs', 'apply_count', 'use_points', 'data_count', 'use_task_count', 'use_api_count', 'update_time', 'task_count', 'use_data_count', 'file_count', 'use_grade', 'api_count', 'use_visit', 'use_file_count', 'audience_type', 'use_scores', 'use_comments', 'cata_id']","['2017-05-04 09:37:04', '2017-05-04 09:35:59', None]",0,,1,,,"['78854', '78854', None]",FS_KF_ZW_SGSHJ_014,null,,sub-2,企业驰名商标、著名商标信息,,,10,,4,,"['子属性：', 'group_name', 'group_id', 'update_time', 'description', 'link_id', 'group_type', 'cata_id']",0,"使用商品或服务项目,区域,企业,编号,商标注册人,商品,商标注册,时间,著名商标,服务项目,认定商标,商标,使用,类别,驰名商标,信息,认定时间,认定",2017-09-23 14:56:47,,440600,,0,,2017-05-04 09:37:40,,0,129,0,2017-05-04 09:37:04,['子元素：'],,78864,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2673,2,市工商行政管理局,2017-05-04 09:37:04,11,"1,2,3,",2,"[None, '企业驰名商标、著名商标信息,包括编号、使用商品或服务项目、类别、商标注册人、认定时间、区域、认定商标登内容。']",2,,1,,,0,,,1,经济建设,103,,,无条件开放,0,编号|使用商品或服务项目|类别|商标注册人|认定时间|区域|认定商标,,4406003021,10,,,"1,2,3,4,",4,2017-10-10 18:32:34
