conf_join_type,use_points,type_code,use_api_count,status,use_grade,released_time,catalogStatistic,update_time,use_scores,conf_extend_field,conf_cata_magnitude,conf_datafile_sample_num,contact_name,cata_id,cata_code,creator_name,contact_email,group_id,cata_title,cataLogConfigures,contact_phone,cata_type,subject_cata_type,file_count,cata_version,cataLogGroups,conf_download_enable,cata_tags,conf_data_update_time,open_scope,region_code,audience_type,use_comments,conf_offline_time,conf_released_time,deleteColumnIds,task_count,data_count,use_task_count,conf_update_time,cataLogIndustrys,conf_contact_ispublic,link_id,standard_id,cata_logo,shared_type,org_name,conf_create_time,use_file_count,conf_use_type,conf_update_cycle,description,api_count,apply_count,conf_is_view,cata_encryption_level,conf_update_cycle_user,use_favs,conf_data_scope,shared_scope,creator,group_name,use_visit,columns,conf_datafile_type,open_type,use_data_count,cata_items,conf_datafile_generate_rule,org_code,group_type,parent_id,cata_language,conf_catalog_format,conf_status,conf_datafile_update_time 
,2,,0,0,,2017-05-31 17:03:09,10,2017-05-31 17:03:09,,0.0,,2017-09-23 14:56:47,"['2017-05-31 17:02:55', '2017-05-31 17:02:20', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=254,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003001,,4,2,0,,22581,1,本市行政事业性收费,,,市发展和改革局（粮食局）,,经济建设,"['22574', '22574', None]",0,10,,0,收费单位|收费项目名称|收费标准|批准文号|批准依据,['子元素：'],,,2017-05-31 17:02:55,"1,2,3,",sub-2,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",29,2017-10-10 15:06:04,,"[None, '本市行政事业性收费，包括收费单位、收费项目名称、收费标准、批准文号、批准依据等内容。']",,2017-02-21 17:01:20,2,434,"1,2,3,4,",,,1,1,440600,"标准,收费标准,依据,批准依据,项目,本市,收费单位,批准文号,行政事业,单位,收费,名称,批准,收费项目名称",,2017-03-20 11:42:05,182,FS_KF_ZW_SFZHGGJ_006,1,4,0,0
,2,,0,0,,2017-05-31 16:59:20,10,2017-05-31 16:59:20,,0.0,,2017-09-23 14:56:47,"['2017-05-31 16:59:10', '2017-05-31 16:58:26', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2749,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003016,,4,2,1,,39727,5,市对外经济合作作业业务统计报表,,,市商务局,,经济建设,"['39719', '39719', None]",0,10,,0,年份|季度|内容|项目数|总值|同比,['子元素：'],,,2017-05-31 16:59:10,"1,2,3,",sub-2,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",55,2017-10-10 15:06:05,,"[None, '市对外经济合作作业业务统计报表，包括年份、季度、内容、项目数、总值、同比等内容。']",,2017-02-20 09:19:01,2,17,"1,2,3,4,",,,1,1,440600,"业务,合作,项目,统计,同比,总值,年份,季度,报表,对外经济,项目数,作业",,,127352,FS_KF_ZW_SSHWJ_007,1,4,0,0
,2,,0,0,,2017-05-31 16:03:20,10,2017-05-31 16:03:20,,0.0,,2017-09-23 14:56:47,"['2017-05-31 16:02:55', '2017-05-31 16:02:21', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2716,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80415,2,环境气象指数,,,市气象局,,民生服务,"['80408', '80408', None]",0,10,,0,预报类型|对应类型的指数值|预报生效时间|预报时段(24、48、72小时等),['子元素：'],null,,2017-05-31 16:02:55,"1,2,3,",sub-9,,1,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",27,2017-10-10 15:06:05,,"[None, '环境气象指数，包括预报类型、对应类型的指数值、预报生效时间、预报时段(24、48、72小时等)等内容。']",,2017-05-31 16:02:55,2,10,"1,2,3,4,",,,1,1,440600,"预报类型,指数,环境,气象,预报生效时间,对应类型的指数值,预报时段(24、48、72小时等)",,,4792,FS_KF_ZW_SQXJ_011,1,4,0,0
,2,,0,0,,2017-05-31 15:59:21,10,2017-05-31 15:59:21,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:58:54', '2017-05-31 15:58:12', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2715,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80399,8,佛山能见度探测记录,,,市气象局,,民生服务,"['80392', '80392', None]",0,10,,0,站号|站名|记录日期时间（BT）|能见度,['子元素：'],null,,2017-05-31 15:58:54,"1,2,3,",sub-9,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",25,2017-10-10 15:06:05,,"[None, '佛山能见度探测记录，包括站号、站名、记录日期时间（BT）、能见度等内容。']",,2017-05-31 15:58:54,2,159977,"1,2,3,4,",,,1,1,440600,"站名,探测,佛山,记录日期时间（BT）,站号,记录,能见度",,,4912,FS_KF_ZW_SQXJ_010,1,4,0,0
,2,,0,0,,2017-05-31 15:51:10,10,2017-05-31 15:51:10,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:50:37', '2017-05-31 15:49:57', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2714,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80376,2,佛山区域气象自动站瞬时观测（整点）记录,,,市气象局,,民生服务,"['80366', '80366', None]",0,10,,0,站号|站名|记录日期时间（BT）|气温(℃)|2分钟平均风向|2分钟平均风速（m/s）|过去1小时降雨量（mm）,['子元素：'],null,,2017-05-31 15:50:37,"1,2,3,",sub-9,,1,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",21,2017-10-10 15:06:16,,"[None, '佛山区域气象自动站瞬时观测（整点）记录，包括站号、站名、记录日期时间（BT）、气温(℃)、2分钟平均风向、2分钟平均风速（m/s）、过去1小时降雨量（mm）等内容。']",,2017-05-31 15:50:37,2,9856,"1,2,3,4,",,,1,1,440600,"区域,观测,气温(℃),站名,站号,自动,过去1小时降雨量（mm）,记录,瞬时,气象,2分钟平均风向,佛山,记录日期时间（BT）,2分钟平均风速（m/s）",,,6461,FS_KF_ZW_SQXJ_009,1,4,0,0
,2,,0,0,,2017-05-31 15:43:16,10,2017-05-31 15:43:16,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:42:24', '2017-05-31 15:41:45', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2713,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80350,8,佛山区域气象自动站日统计记录,,,市气象局,,民生服务,"['80339', '80339', None]",0,10,,0,站号|站名|记录日期时间(北京时)|日最高气温(℃)|日最低气温(℃)|日最大瞬间风向|日最大瞬间风速(m/s)|前一日08时至当日08时降水量(mm),['子元素：'],null,,2017-05-31 15:42:24,"1,2,3,",sub-9,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",26,2017-10-10 15:06:18,,"[None, '佛山区域气象自动站日统计记录，包括站号、站名、记录日期时间(北京时)、日最高气温(℃)、日最低气温(℃)、日最大瞬间风向、日最大瞬间风速(m/s)、前一日08时至当日08时降水量(mm)等内容。']",,2017-05-31 15:42:24,2,1648,"1,2,3,4,",,,1,1,440600,"区域,站名,日最低气温(℃),记录日期时间(北京时),站号,自动,统计,记录,日最大瞬间风速(m/s),日最大瞬间风向,日最高气温(℃),气象,佛山,前一日08时至当日08时降水量(mm)",,,4447,FS_KF_ZW_SQXJ_008,1,4,0,0
,2,,0,0,,2017-05-31 17:03:09,10,2017-05-31 17:03:09,,0.0,,2017-09-23 14:56:47,"['2017-05-31 17:02:55', '2017-05-31 17:02:20', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=254,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003001,,4,2,0,,22581,1,本市行政事业性收费,,,市发展和改革局（粮食局）,,经济建设,"['22574', '22574', None]",0,10,,0,收费单位|收费项目名称|收费标准|批准文号|批准依据,['子元素：'],,,2017-05-31 17:02:55,"1,2,3,",sub-2,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",29,2017-10-10 15:06:04,,"[None, '本市行政事业性收费，包括收费单位、收费项目名称、收费标准、批准文号、批准依据等内容。']",,2017-02-21 17:01:20,2,434,"1,2,3,4,",,,1,1,440600,"标准,收费标准,依据,批准依据,项目,本市,收费单位,批准文号,行政事业,单位,收费,名称,批准,收费项目名称",,2017-03-20 11:42:05,182,FS_KF_ZW_SFZHGGJ_006,1,4,0,0
,2,,0,0,,2017-05-31 16:59:20,10,2017-05-31 16:59:20,,0.0,,2017-09-23 14:56:47,"['2017-05-31 16:59:10', '2017-05-31 16:58:26', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2749,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003016,,4,2,1,,39727,5,市对外经济合作作业业务统计报表,,,市商务局,,经济建设,"['39719', '39719', None]",0,10,,0,年份|季度|内容|项目数|总值|同比,['子元素：'],,,2017-05-31 16:59:10,"1,2,3,",sub-2,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",55,2017-10-10 15:06:05,,"[None, '市对外经济合作作业业务统计报表，包括年份、季度、内容、项目数、总值、同比等内容。']",,2017-02-20 09:19:01,2,17,"1,2,3,4,",,,1,1,440600,"业务,合作,项目,统计,同比,总值,年份,季度,报表,对外经济,项目数,作业",,,127352,FS_KF_ZW_SSHWJ_007,1,4,0,0
,2,,0,0,,2017-05-31 16:03:20,10,2017-05-31 16:03:20,,0.0,,2017-09-23 14:56:47,"['2017-05-31 16:02:55', '2017-05-31 16:02:21', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2716,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80415,2,环境气象指数,,,市气象局,,民生服务,"['80408', '80408', None]",0,10,,0,预报类型|对应类型的指数值|预报生效时间|预报时段(24、48、72小时等),['子元素：'],null,,2017-05-31 16:02:55,"1,2,3,",sub-9,,1,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",27,2017-10-10 15:06:05,,"[None, '环境气象指数，包括预报类型、对应类型的指数值、预报生效时间、预报时段(24、48、72小时等)等内容。']",,2017-05-31 16:02:55,2,10,"1,2,3,4,",,,1,1,440600,"预报类型,指数,环境,气象,预报生效时间,对应类型的指数值,预报时段(24、48、72小时等)",,,4792,FS_KF_ZW_SQXJ_011,1,4,0,0
,2,,0,0,,2017-05-31 15:59:21,10,2017-05-31 15:59:21,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:58:54', '2017-05-31 15:58:12', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2715,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80399,8,佛山能见度探测记录,,,市气象局,,民生服务,"['80392', '80392', None]",0,10,,0,站号|站名|记录日期时间（BT）|能见度,['子元素：'],null,,2017-05-31 15:58:54,"1,2,3,",sub-9,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",25,2017-10-10 15:06:05,,"[None, '佛山能见度探测记录，包括站号、站名、记录日期时间（BT）、能见度等内容。']",,2017-05-31 15:58:54,2,159977,"1,2,3,4,",,,1,1,440600,"站名,探测,佛山,记录日期时间（BT）,站号,记录,能见度",,,4912,FS_KF_ZW_SQXJ_010,1,4,0,0
,2,,0,0,,2017-05-31 15:51:10,10,2017-05-31 15:51:10,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:50:37', '2017-05-31 15:49:57', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2714,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80376,2,佛山区域气象自动站瞬时观测（整点）记录,,,市气象局,,民生服务,"['80366', '80366', None]",0,10,,0,站号|站名|记录日期时间（BT）|气温(℃)|2分钟平均风向|2分钟平均风速（m/s）|过去1小时降雨量（mm）,['子元素：'],null,,2017-05-31 15:50:37,"1,2,3,",sub-9,,1,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",21,2017-10-10 15:06:16,,"[None, '佛山区域气象自动站瞬时观测（整点）记录，包括站号、站名、记录日期时间（BT）、气温(℃)、2分钟平均风向、2分钟平均风速（m/s）、过去1小时降雨量（mm）等内容。']",,2017-05-31 15:50:37,2,9856,"1,2,3,4,",,,1,1,440600,"区域,观测,气温(℃),站名,站号,自动,过去1小时降雨量（mm）,记录,瞬时,气象,2分钟平均风向,佛山,记录日期时间（BT）,2分钟平均风速（m/s）",,,6461,FS_KF_ZW_SQXJ_009,1,4,0,0
,2,,0,0,,2017-05-31 15:43:16,10,2017-05-31 15:43:16,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:42:24', '2017-05-31 15:41:45', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2713,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80350,8,佛山区域气象自动站日统计记录,,,市气象局,,民生服务,"['80339', '80339', None]",0,10,,0,站号|站名|记录日期时间(北京时)|日最高气温(℃)|日最低气温(℃)|日最大瞬间风向|日最大瞬间风速(m/s)|前一日08时至当日08时降水量(mm),['子元素：'],null,,2017-05-31 15:42:24,"1,2,3,",sub-9,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",26,2017-10-10 15:06:18,,"[None, '佛山区域气象自动站日统计记录，包括站号、站名、记录日期时间(北京时)、日最高气温(℃)、日最低气温(℃)、日最大瞬间风向、日最大瞬间风速(m/s)、前一日08时至当日08时降水量(mm)等内容。']",,2017-05-31 15:42:24,2,1648,"1,2,3,4,",,,1,1,440600,"区域,站名,日最低气温(℃),记录日期时间(北京时),站号,自动,统计,记录,日最大瞬间风速(m/s),日最大瞬间风向,日最高气温(℃),气象,佛山,前一日08时至当日08时降水量(mm)",,,4447,FS_KF_ZW_SQXJ_008,1,4,0,0
,2,,0,0,,2017-05-31 17:03:09,10,2017-05-31 17:03:09,,0.0,,2017-09-23 14:56:47,"['2017-05-31 17:02:55', '2017-05-31 17:02:20', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=254,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003001,,4,2,0,,22581,1,本市行政事业性收费,,,市发展和改革局（粮食局）,,经济建设,"['22574', '22574', None]",0,10,,0,收费单位|收费项目名称|收费标准|批准文号|批准依据,['子元素：'],,,2017-05-31 17:02:55,"1,2,3,",sub-2,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",29,2017-10-10 15:06:04,,"[None, '本市行政事业性收费，包括收费单位、收费项目名称、收费标准、批准文号、批准依据等内容。']",,2017-02-21 17:01:20,2,434,"1,2,3,4,",,,1,1,440600,"标准,收费标准,依据,批准依据,项目,本市,收费单位,批准文号,行政事业,单位,收费,名称,批准,收费项目名称",,2017-03-20 11:42:05,182,FS_KF_ZW_SFZHGGJ_006,1,4,0,0
,2,,0,0,,2017-05-31 16:59:20,10,2017-05-31 16:59:20,,0.0,,2017-09-23 14:56:47,"['2017-05-31 16:59:10', '2017-05-31 16:58:26', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2749,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003016,,4,2,1,,39727,5,市对外经济合作作业业务统计报表,,,市商务局,,经济建设,"['39719', '39719', None]",0,10,,0,年份|季度|内容|项目数|总值|同比,['子元素：'],,,2017-05-31 16:59:10,"1,2,3,",sub-2,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",55,2017-10-10 15:06:05,,"[None, '市对外经济合作作业业务统计报表，包括年份、季度、内容、项目数、总值、同比等内容。']",,2017-02-20 09:19:01,2,17,"1,2,3,4,",,,1,1,440600,"业务,合作,项目,统计,同比,总值,年份,季度,报表,对外经济,项目数,作业",,,127352,FS_KF_ZW_SSHWJ_007,1,4,0,0
,2,,0,0,,2017-05-31 16:03:20,10,2017-05-31 16:03:20,,0.0,,2017-09-23 14:56:47,"['2017-05-31 16:02:55', '2017-05-31 16:02:21', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2716,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80415,2,环境气象指数,,,市气象局,,民生服务,"['80408', '80408', None]",0,10,,0,预报类型|对应类型的指数值|预报生效时间|预报时段(24、48、72小时等),['子元素：'],null,,2017-05-31 16:02:55,"1,2,3,",sub-9,,1,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",27,2017-10-10 15:06:05,,"[None, '环境气象指数，包括预报类型、对应类型的指数值、预报生效时间、预报时段(24、48、72小时等)等内容。']",,2017-05-31 16:02:55,2,10,"1,2,3,4,",,,1,1,440600,"预报类型,指数,环境,气象,预报生效时间,对应类型的指数值,预报时段(24、48、72小时等)",,,4792,FS_KF_ZW_SQXJ_011,1,4,0,0
,2,,0,0,,2017-05-31 15:59:21,10,2017-05-31 15:59:21,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:58:54', '2017-05-31 15:58:12', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2715,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80399,8,佛山能见度探测记录,,,市气象局,,民生服务,"['80392', '80392', None]",0,10,,0,站号|站名|记录日期时间（BT）|能见度,['子元素：'],null,,2017-05-31 15:58:54,"1,2,3,",sub-9,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",25,2017-10-10 15:06:05,,"[None, '佛山能见度探测记录，包括站号、站名、记录日期时间（BT）、能见度等内容。']",,2017-05-31 15:58:54,2,159977,"1,2,3,4,",,,1,1,440600,"站名,探测,佛山,记录日期时间（BT）,站号,记录,能见度",,,4912,FS_KF_ZW_SQXJ_010,1,4,0,0
,2,,0,0,,2017-05-31 15:51:10,10,2017-05-31 15:51:10,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:50:37', '2017-05-31 15:49:57', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2714,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80376,2,佛山区域气象自动站瞬时观测（整点）记录,,,市气象局,,民生服务,"['80366', '80366', None]",0,10,,0,站号|站名|记录日期时间（BT）|气温(℃)|2分钟平均风向|2分钟平均风速（m/s）|过去1小时降雨量（mm）,['子元素：'],null,,2017-05-31 15:50:37,"1,2,3,",sub-9,,1,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",21,2017-10-10 15:06:16,,"[None, '佛山区域气象自动站瞬时观测（整点）记录，包括站号、站名、记录日期时间（BT）、气温(℃)、2分钟平均风向、2分钟平均风速（m/s）、过去1小时降雨量（mm）等内容。']",,2017-05-31 15:50:37,2,9856,"1,2,3,4,",,,1,1,440600,"区域,观测,气温(℃),站名,站号,自动,过去1小时降雨量（mm）,记录,瞬时,气象,2分钟平均风向,佛山,记录日期时间（BT）,2分钟平均风速（m/s）",,,6461,FS_KF_ZW_SQXJ_009,1,4,0,0
,2,,0,0,,2017-05-31 15:43:16,10,2017-05-31 15:43:16,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:42:24', '2017-05-31 15:41:45', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2713,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80350,8,佛山区域气象自动站日统计记录,,,市气象局,,民生服务,"['80339', '80339', None]",0,10,,0,站号|站名|记录日期时间(北京时)|日最高气温(℃)|日最低气温(℃)|日最大瞬间风向|日最大瞬间风速(m/s)|前一日08时至当日08时降水量(mm),['子元素：'],null,,2017-05-31 15:42:24,"1,2,3,",sub-9,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",26,2017-10-10 15:06:18,,"[None, '佛山区域气象自动站日统计记录，包括站号、站名、记录日期时间(北京时)、日最高气温(℃)、日最低气温(℃)、日最大瞬间风向、日最大瞬间风速(m/s)、前一日08时至当日08时降水量(mm)等内容。']",,2017-05-31 15:42:24,2,1648,"1,2,3,4,",,,1,1,440600,"区域,站名,日最低气温(℃),记录日期时间(北京时),站号,自动,统计,记录,日最大瞬间风速(m/s),日最大瞬间风向,日最高气温(℃),气象,佛山,前一日08时至当日08时降水量(mm)",,,4447,FS_KF_ZW_SQXJ_008,1,4,0,0
,2,,0,0,,2017-05-31 15:35:00,10,2017-05-31 15:35:00,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:34:23', '2017-05-31 15:33:58', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2712,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80324,1,佛山旬趋势预报,,,市气象局,,民生服务,"['80314', '80314', None]",0,10,,0,年份|月份|旬|旬平均气温(℃)|旬雨量(mm)|旬日照(hr)|说明描述,['子元素：'],null,,2017-05-31 15:34:23,"1,2,3,",sub-9,,1,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",19,2017-10-10 15:06:18,,"[None, '佛山旬趋势预报，包括年份、月份(1_12)、旬、旬平均气温(℃)、旬雨量(mm)、旬日照(hr)、说明描述等内容。']",,2017-05-31 15:34:23,2,1,"1,2,3,4,",,,1,1,440600,"预报,旬雨量(mm),说明描述,月份(1_12),旬平均气温(℃),趋势,佛山,年份,旬日照(hr),旬,月份,雨量,平均气温",,,91,FS_KF_ZW_SQXJ_007,1,4,0,0
,2,,0,0,,2017-05-31 15:27:18,10,2017-05-31 15:27:18,,0.0,,2017-09-23 14:56:47,"['2017-05-31 15:26:40', '2017-05-31 15:25:29', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2711,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003034,,4,2,0,,80303,1,天气报告,,,市气象局,,民生服务,"['80297', '80297', None]",0,10,,0,天气类别|签发时间|发布内容,['子元素：'],null,,2017-05-31 15:26:40,"1,2,3,",sub-9,,1,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",18,2017-10-10 15:06:18,,"[None, '天气预报，包括天气类别、签发时间、发布内容等内容。']",,2017-05-31 15:26:40,2,12,"1,2,3,4,",,,1,1,440600,"天气,签发时间,报告,发布内容,天气类别",,,115,FS_KF_ZW_SQXJ_006,1,4,0,0
